sentence,label
，摘自雷光夏ＦＢ：，我沒見過親外祖父，主要是當他因白色恐怖被槍決時，早已與外祖母分開另娶他人是，二戰替日南洋從軍時帶回來的海南島女人，他的女兒—我的母親成了遺腹子，自然也從，未見過親生父親,返校
"，寫這首歌時，並不是因為他，而是那天去參加了一個同輩女性友人喪禮，回來後某個意，像卻一直浮現，眼前是一位青年男性形象，他站在書桌上，是赴死般的決定飛行前夕，我，只能沈默地跟在他身邊, 什麼也做不了",返校
，寫歌的同時，恰好聽父母提起最近外祖父的檔案終於被解密,返校
遊戲部分敝人只是雲玩家 頂多看過實況主玩片段，今天下午看完後 直接補完全部遊戲內容有買但不敢玩,返校
，總之對返校 個人評價屬於水準之上 瑕不掩瑜，是有些可惜的地方 待雷文部分再提出討論，改編劇本來說不夠完美 但至少每個面向幾乎都有顧到，感情線的部分處理不錯 甚至比原作略優些，氛圍有做出來，選角挺不賴，美術挺優，但很可惜 各方面如果再多加強一些，有機會挑戰國片商業化後的口碑與票房的高點，開雷之前先聲明 敝人不是專業影評 也沒有啥素養，單純憑自己感覺來討論 請大家包涵，感情線部分 與遊戲比起來，更加飽滿 更加突出，新增的工友 聖龍君QQ，對於劇情及氛圍有著明顯加乘作用，工友追逐部分略為狗尾續貂，追逐戲有挺多可以借鑑的經典電影，但是呈現方法 實在有點失望，演員部分 大部分可圈可點，但可能受困於主要與次要角色不夠資深，沒有辦法有人站出來帶領 將台詞點綴得更加亮眼，很多台詞感覺都略為生硬 不夠活的感覺，配角內有也就只有幾位資深演員工友 方爸 方媽，更何況也不吃重 對於年輕演員群來說 算是蠻可惜的，與資深演員一起出演 獲得的經驗是很寶貴的，如果白教官換成夏靖庭來演 也許本片的口條部分會好上許多吧，技術面方面來說，美術風格真的不錯 挺還原的，可惜的是拔掉太多遊戲內的風俗民情部分，如果花些篇幅 我想可以更加吸引外國觀眾的目光，擲筊 上香 城隍爺 腳尾飯跟著學姊有飯吃,返校
jpg~~~，不過可惜礙於篇幅 這些都沒有出現在上映片內，鬼差想特別提出 也太像sliderman,返校
"，有點可惜，如果結合黑白無常會更好些，拍攝方面沒甚麼大缺點 加上敝人其實不是很懂，只有一點想小抱怨一下，防空洞內的燈也晃得太扯 晃到都頭暈拉~，感覺持續時間可以縮短點，知道導演想表達什麼 但最後如果是以晃動幅度越來越小，突然以強光定格學姊身上 會不會更有力呢?不舒服程度也不會放到這麼大，台詞部分真的很多地方都差那麼一些，教官落落長的點名主犯與從犯後，多補一段 感謝""同學""的舉報同學疊音呈現出某人喊自己的名子，仲廷與阿聖的對話 被處決前補一段 口語化的 ""是忘記 還是不敢想"" 語音未落 槍聲響起，仲廷回學校時 若有似無的帶出一小段坐牢與出獄後的時點，章節切換部分 突然跳出的章節畫面實在有點突兀 斷情緒，如果替代成 女主突然看到當代海報來影射 也許會不錯，女主拿著美工刀那幕真的讚，美術 演技 導演功力都是水準之上 瑕不掩瑜~，最後還是要感謝導演大大 AKA 戰鎖鎖不住 大大，也許哪天可以看到導演剪輯版偷許願魔獸版完整返校 誤，或許會是更深刻的作品呢",返校
在上電影院之前我是已經玩過好幾次返校的玩家，然後也略略翻了下版上的評價才踏入影廳，先講無雷的感想給其他人參考，1,返校
 全片不像傳統的恐怖片會嚇人嚇到滴尿，是有恐怖鏡頭沒錯但我認為多數只是氣氛上的恐怖，膽小的人想看的話可找另一半or心儀的對象一起看，然後偷抓人家的手誤，喔對了 片中有血腥畫面 對血敏感的人斟酌一下，2,返校
 評價，我覺得只能給個普通，至於為什麼 我就放到雷文的地方講，這裡不贅述，3,返校
 沒玩過遊戲看得懂嗎?，可以,返校
這片沒那麼深奧，以下有劇透，我想我大概懂為什麼有人看完之後覺得失望了，不囉嗦，直接講主觀看法:，我發現電影片長也才不過一小時四十分，進影廳前就開始怕這樣的時間長度夠不夠講好一個故事，結果好像真的命中自己的擔心!??，劇情鋪陳對某人的家庭問題、師生戀細節著墨太少,返校
，只是一點觀世音菩薩畫面、師生兩人紙上寫幾個字教彈望春風，就想表達女角她內心的痛苦以及內心寄託投射在老師身上???，互動太少了,返校
"有點趕路?，好像編劇預設認為觀眾要能馬上理解某人的內心，馬上了解一切的心結糾葛似的?，對於呈現方式這部分，章節式的分段還OK 可以清楚表達片段要幹嘛，不過，電影把白色恐怖的氛圍好像強調得過頭了，會不會讓人反過來把心思都移轉到白色恐怖上面，而把重點從角色的內心感觸、經歷、都轉放在""戒嚴極權好恐怖""這個氛圍?，另外，版上已經有文章提到片中鬼差這個腳色了，覺得",返校
好吧!導演要這樣呈現有他的用意，既然要弄成教官的形象+鏡子臉去倒映出恐懼,返校
算了，至於特效的話，還是再加油點! 不過一開始的魍魎倒是真的有嚇到人而且畫得不錯!，還有一點，把學校塑造成輪迴地獄的感覺好像可以再多點，個人期待是有多一點魍魎遊蕩的畫面之類的，給觀眾更明顯一點的暗示說 他們是否身處輪迴冥界、魍魎是否就是某人，然後，老魏仲庭返校之後跟某人對望說他不會忘記，這邊有點出戲感,返校
原因簡單來講我認為就是因為故事講得不夠細，活下去的求生感還不太夠，最後 稱讚一下這部電影，導演能把好結局跟壞結局都放一起我想也是不容易的，要把一大堆遊戲元素整合起來盡量無縫接軌然後拍出來,返校
，不只要拍給玩家看還要拍給一無所知的人看我猜很費工!，全片當中的音效做得很棒 播放的時間點頗棒~!，頗能引導氣氛去嚇觀眾XD，好 就先說到這裡，讓我小嘆口氣回去重溫一下遊戲,返校
先轉貼這篇我覺得寫的不錯的文章，，裏頭提到遊戲和電影之間的改編處，，也是至目前我所看過影評中著墨較深的,返校
，釀特務｜剃刀理論拍《返校》，導演徐漢強留下最必要的，其他都割掉！，我想就整個遊戲和電影結構上的改編，，再討論一些,返校
，上面文中提到遊戲第四章某人的自我對話，，是遊戲結尾時的精彩之處，，而電影結構重組大筆一揮刪減掉自我對話，，並把結局真相那個鬼是自己，在電影的第一段：惡夢段直接演出,返校
，遊戲的爆點既然在電影中段之前，，就直接給觀眾了,返校
，電影就必須更近一步去擴充，，在遊戲各個線索之間的劇情，，讓電影的爆點落在原本隱藏在遊戲中，，隱隱嗅出但是沒有明講的劇情，，讓即使有玩過遊戲的觀眾，，在觀影的時候也仍有驚喜處,返校
，就在在電影第二段：告密者,返校
，而電影相較遊戲最神來一筆之處，，就是處決明輝老師之後，，某人和老師又寧靜的並肩而坐，，這一段的對話，溫暖又有力量，，應該不少人是從這邊一路哭到片尾的吧,返校
，也讓劇情主題一路延續到電影第三段：，活下來的人,返校
，並呼應著忘記\不要再忘記，這樣的思辨,返校
，我是趕在看電影前，把遊戲玩了一遍，，驚嘆這遊戲的深度，原來神作不是行銷之詞,返校
，當然也是直覺著，，這樣的劇本已經完整到可以直接拍電影,返校
，但在觀影前，卻不敢抱太高的期待，，畢竟電玩作品甚至是暢銷小說改編的電影，，印象中除了少年pi，還沒有滿意的作品,返校
，而返校是再一部，，讓我看完可以毫不猶豫說滿意的改編神作,返校
我覺得裡面最扯的不是劇情，而是臺詞全都是國語，那個年代外省人有有那麼多????，一直很期待臺詞有臺語，例如學姐偷看學弟筆記本時，學弟應該講:阿某立喜勒跨殺小?，被鬼追趕時，學弟:跨丟鬼喔!!!!緊酸!!!，若是這樣這部戲就接近100分惹，所以整體來說我給負雷，以上,返校
這是一部我覺得觀影體驗滿奇怪的電影全片，即使整體來說我是非常喜歡的，不難理解在，板上的評價會這麼兩極，雖然這部片的評價有點兩極，但是我們都不得不承認這部的美術非常厲害，場景的佈置非，常有50年台灣戒嚴時期的味道，而且有很多燈光和鏡頭的運用可以說是完全屌打現今的台，灣商業片，裡面也有很多致敬遊戲橋段的畫面，如果以這部片的最大的評價分歧點來說，就是劇情節奏編排的問題了，我在看這片時一直，有一種在看小說和舞台劇的感覺，角色講的話感覺都很經過修飾，而且有很多場景的風格，很整齊對稱，場景裡象徵性的對白和佈置也非常多，舞台十分的重，但是為什麼這片的評價會這樣呢？我自己是對舞台感的電影沒甚麼偏見，昆丁跟韋斯安德，森的電影我也都很喜歡，兩導演的電影在板上的評價也都不錯，這就要說劇情上的編排問，題了，這片跟很多小說形式的電影一樣都會分成好幾個段落，問題就出在這電影第一段跟第二段，的反差太大了，第一段很明顯的就是一個恐怖電影，雖然不算是真的很恐怖，但效果還是，不錯的，該嚇到的人還是會被嚇到，但是第二段開始後就慢慢變成感情戲的片段，很多的，橋段開始變成比較像是象徵性的片段，台詞突然都變得很修飾，並且兩段被分割後，導致，有一種電影風格不統一的感覺，會讓一些單純想看恐怖電影的人直呼幹騙我，談到最後，我認為這部電影會好看的原因是因為，他的故事背景以及我們出生的地方，雖，然我是88年出生的，沒有經歷過白色恐怖時期的可怕，但是就是因為我們住在台灣，看著，我們的政治環境和周圍的人長大，對台灣人來說會有一種特殊的情感連結，它不是一個完，美的電影，但是它是一部屬於台灣人的電影，只要放對心態，我認為它是一部是台灣人就，適合去看的電影,返校
雷文防雷資訊頁，第一次在這版發文～因為看完返校感觸實在挺多的，就忍不住上來寫寫心得ＸＤ,返校
，前情提要一下背景，，我自己在看電影之前並沒有看過遊戲的實況，只知道劇情和白色恐怖有關,返校
，-，首先，我對於願意拍攝這種題材電影的製作團隊感到敬佩與感謝，，生在這時代的我們對於戒嚴的歷史其實沒有太多的感觸，，往往只記得歷史課本上幾個犧牲生命的烈士姓名，對背後的故事一問三不知,返校
，因此我很開心赤燭做出遊戲，並讓返校躍上大銀幕,返校
，台灣過去的傷痕累累不應該只是白紙黑字的犧牲者名冊，，也不應該是政治選舉的工具，，而是讓我們鑑古知今，刻骨銘心的教訓,返校
，-，談談電影的部分，讓我欣賞的地方是劇情上讓女主角及她母親告密的原因，，都是很生活、情緒化的，男女情愛的妒忌、家暴的憤恨，，加上白色恐怖，國家說你有罪便是有罪的背景，，間接帶出在那個年代，也許今天你無意得罪了誰，他就可能讓你性命不保,返校
，畢竟國家要抓匪諜，是寧可錯殺一百，也不放過一人的,返校
，整部片最好看的點其一就在於人性，，從讀書會的你怎麼知道不會有人出賣我們，，到女主角的母親毛骨悚然地笑著說菩薩很靈驗，都是很讓人回味的點,返校
，不過我一直對於本片的名言你是忘記了，還是害怕想起來的用處很不解，，我認為最適合這句話的時機點，是阿聖道破書是小魏給學姊這件事的時候，，原本一直懷疑阿聖的小魏才進入了青春少年的回憶，想起書真的是他交出去的,返校
，這裡非常符合害怕想起來的本意，不過在殷老師質問女主角的時候用的也還算合理,返校
，反倒是最後女主角在走廊要自殺時，那聲清脆的你是忘記了，還是害怕想起來，，用的就讓我有點匪夷所思，若有人有好的解釋也歡迎告訴我！，-，再來是電影刪去情節的部分，，由於沒玩過遊戲，所以我是在看完以後搜心得才知道小魏被關了十五年才出來，，以及女主角被公開表揚告密的事,返校
，我個人覺得這兩個點沒有拍出來真的非常可惜，，如果知道小魏被判處無期徒刑，碰上大赦才重獲自由，，那麼結尾會有更強烈、更精彩的惆悵感,返校
，如果知道女主角在失去愛人後又被公開表揚殺人這件事，，那麼排山倒海而來的異樣眼光以及同學們的畏懼，揉合壓得他喘不過氣的罪惡感，，將會讓她自殺的劇情更加飽滿、理由充分,返校
，我自己將這部片定位在偏向歷史意義，佐以恐怖奇幻元素，，因此希望這部片寧可少一點嚇人橋段，也要多保留原作的精神,返校
，尤其是這部片的恐怖情節大多是jump scare，不是那種會毛到你心裡的詭譎,返校
，-，再來談談讓我欣賞的幾個點，整部電影的拍攝為了還原原作而採用虛實交錯，，因此出現一隻提燈籠的妖怪，到處去獵殺匪諜,返校
，他的臉上是反映人臉的鏡子、殺人的方式是把人變成麻布這兩點很出色,返校
，唯有正視過去的人才能擊敗妖怪，女主角最後是以此獲勝,返校
，另一個出色的點是阿聖這個角色的塑造，，從一開始許多人不怎麼喜歡他，甚至認為他出賣大家，，到最後他洗白、其實他只是為小魏保守秘密，，和他用布袋戲戲偶呈現教官與犯人的部分，都讓我覺得這個角色很有意思,返校
，有點讓人聯想到無間道裡面的傻強，看起來好像不怎麼樣，，連在這個位子的原因都有點讓人懷疑，，卻可能是這整部戲最明白一切的人,返校
，-，總結一下，返校這部片的題材很棒，拍攝的也很用心，，就是情感的渲染不夠強烈，最後的致自由出現的理由也不夠充分,返校
，實際上這部電影的角色並沒有多麽努力地去爭取自由呀？，不過我還是喜歡這部片，他對我來說的意義更像是讓我珍惜現在，，前人們踩著荊棘，浴血開出一條通往自由的路，，而後輕盈步上的我們，不能遺忘路的來由是多麽坎坷,返校
＝＝＝＝＝＝＝＝＝＝＝防雷＝＝＝＝＝＝＝＝＝＝，返校 Detention 2019，當看完一部電影，，不會讓你在意它的特效略微粗糙、演員小小生硬，，劇本的結構可以更好,返校
，那可能是因為，你被它感染、感動，，它讓你反覆咀嚼、品味，，甚至願意在匆忙的生活中，，稍微停下腳步，想一想自己，也想一想自己身處的環境,返校
，返校的故事線單純、想分享的理念也很好捕捉，，然而，要讓印象深刻與上述這件事同時發生，，驚悚恐怖元素便是個好幫手,返校
，我喜歡返校將驚悚恐怖元素作為加強力和描述心理狀態的手段，，並不是為了驚嚇而驚嚇事實上它的驚嚇處理也不算優秀，，而是勾勒出這一場駭人之旅中，角色的心理變化，，就像導演與監製在訪談中提到，這是一部心理驚悚片,返校
，我一直羨慕韓國電影有許多對自身歷史、社會、文化下自我反省的題材,返校
，返校的重點雖然不在還原歷史，但卻利用各式符號和物件，，帶領不同世代的台灣人回到那一個快被遺忘的年代,返校
，但可千萬別以為這是一部政治立場鮮明，要討回正義公道，，目的是要找歷史罪人或是現代代罪羔羊的宣教片,返校
，它處理歷史與政治的方式是，，承認那是已經發生而且不可挽回的結果，，然後鼓起勇氣，從模糊的記憶中，想起來，想起那些傷痛的回憶與心情,返校
，如此，對死去的人來說，終能洗清冤、怨和後悔,返校
，而對活著的人來說，記得歷史，記得過去可以讓我們珍惜現在的得來不易，，還有對著未來懷抱希望，帶著力量,返校
，以這樣的方式昇華仇恨與傷痛，，並對安於現狀的我們做出未來的提醒，，在這個氣氛劍拔弩的時下，，兼顧了理性的反思與對台灣這片土地的關懷和溫柔，，這也是為什麼它不是最優秀的電影，，但卻是一部台灣人最應該看的電影,返校
雷文防雷資訊頁，*藍色窗簾有，前幾天看《返校》哭得超慘，，感覺是情緒很濃很重，被角色心情不停感染，，累積到最後忍不住爆哭,返校
，其中鬼差這個角色讓我有些想法，，玩過遊戲的應該都有發現遊戲版和電影版外觀設計上的差異，，電影版本的在外官上給予其軍裝的外型，隱隱帶出警備總署的肅殺和壓迫感,返校
，但讓我感受到不安的是，，那被設計成鏡面的臉龐,返校
，編導說這樣的設計是代表大家會從中看見自己的恐懼，但我有些衍生的看法：，以史為鏡，可以知興替,返校
，如果將那鏡面臉孔視為那段歷史以及帶出的當代的現實，，那些被鬼差拘捕的都難以正視歷史，他們不去看、不去聽，選擇讓過去就留在過去,返校
，所以他們映在鬼差鏡子上的臉變成被遮蔽的麻布袋，在歷史中他們連面孔和名字都被抹滅，，彷彿不曾存在過,返校
，所以他們被鬼差緊緊掐住脖子，只能噤聲，再也沒有機會發聲,返校
，而在最後的逃跑戲中，，某人選擇面對了,返校
，她選擇再痛苦也要記住一切，，選擇不要再忘記了,返校
，而她的臉在鏡子上從電影最開始的模糊轉為清晰，，她不屈服，不埋沒在歷史的洪流,返校
，雖然她死了，，但只要有人活下來，，只要有人記住這一切，，那歷史流過的血都不算浪費,返校
，致自由，，希望大家都找到不逃避的勇氣,返校
防雷，先打預防針，從開拍的消息開始我就一直推這部,返校
直到現在還是不斷推人去看，原因不為，別的，因為國片和國產遊戲需要支持與鼓勵，轉型正義也需要被關注，歷史需要被正視,返校
，但返校的確，拍的算不上好，我這麼說應該有很多人想拿票房很好來打臉,返校
返校的確不算糟糕，我的感，覺是它把高級餐廳的食材炒成路邊攤，然後一堆人在推說：噢！平價美食耶！還有高級，食材！難道你質疑食材的正確性嗎？，當然，如果你只吃路邊攤 ，那也是你的選擇，人各有所愛,返校
，還有恐怖不恐怖這件事情，一堆人說白色恐怖很恐怖呀，那拍黑色幽默的喜劇片一定都很，好笑很幽默吧,返校
，鏡頭長短的使用穿插特效有時讓人感覺故意在營造恐怖感，但是特效做得粗糙，想使用恐，怖電影半身景或是特寫的手法時，演員的表情演技又不足以營造氣氛，音效…唉不提音效，了,返校
這個手法同檔期的牠也用了，歡迎自行比較當然跟雀姊比演技是苛求這部電影不，恐怖的原因其實在於嚇人的手法，關於恐怖電影的手法版上已經有許多討論，就不贅述了，,返校
結論就是音效的缺陷、鏡頭掌握、演員的演技，導致恐怖氣氛不夠,返校
，再來是劇本的硬傷，改編劇本容易受到原著的限制，但是媒材不一樣，展現的方式也不一，樣，同樣一個故事，換個角度說，是否還是那麼驚艷呢？，老師和魏仲庭的角色設定是被新增的，但是表現如何呢？比起遊戲裡蒙太奇的意識呈現，，老師對於方微妙的感情線用演的，反而讓人感覺只是落花有意,返校
水仙的比喻限制了老師的，感情，也注定了方的悲劇,返校
水仙這個比喻相當的棒，在希臘神話裡，水仙是從自殺的納西瑟斯血裡生出的花，,返校
在文學和劇本上水仙常與自殺相關，也是赤燭很愛用的象徵暗示,返校
，回到老師和方的互動，除了彈鋼琴那段，其他是真的看不出戀愛甚至曖昧的氛圍,返校
但是彈，鋼琴那段在第二次進回憶的時候就被毀了，老師完全沒有接球呢,返校
，以腳本來說，方其實臺詞真的不多，以一個主角來說，我們難以去帶入甚至體會她內心瀕，臨崩潰的狀態，更遑論最後自殺的荒謬和悲劇性,返校
，魏就更不用說了，這個角色無時無刻處於混亂的狀態，卻擁有極多的戲份，讓人看了也覺，得混亂，如果導演的目的是想讓觀眾混亂的話，他成功了,返校
而且魏方的臺詞也是充滿尷尬，，方學姐你也完全沒有接球啊喂,返校
，再來是腳本和剪接，導演完全想複製遊戲的蒙太奇風格，但是結果就是破碎和莫名其妙的，剪接,返校
模仿遊戲忽然閃過的畫面用太多次，看久真的很疲勞,返校
，再來時代與政治的部分，我不是很想多講，這個戰區太大，但卑微小人物活在無力的大時，代裡，這樣的題材寫得極棒的很多，或者您也可以參見愛玲和白先勇，然後李安改編，愛玲的色戒也是一絕,返校
，最後是賣情懷和奇怪的佔時間鏡頭，那個警衛伯伯的戲真的莫名多，覺得完全可以刪掉,返校
，這類的鏡頭真的可以不用硬要塞滿，留白也很好的呀,返校
，簡單來說，返校整體是不差，但我的確蠻失望的,返校
，這篇文是我在車上用手機打的，排版見諒,返校
雷文防雷資訊頁，我之前沒玩過遊戲，只知道故事發生在白色恐怖時期,返校
，聽到超高票房和大多數好雷，就抱著期待心情和朋友去看了,返校
，看完後最主要的感想是：根本就台灣八點檔肥皂劇劇情,返校
，某人：愛上老師，以為老師被殷老師搶走，利用工具人主動陷害殷老師,返校
，老師：和殷老師共組讀書會，但莫名其妙陷入讀書會和某人二選一的囧境，，        偏偏反應又很像有小三被抓的樣子,返校
，殷老師：沒有很明確提示是否喜歡老師，但不喜歡為何要逼老師二選一,返校
事實上，        就算老師搞師生戀被抓，也不一定會牽扯到讀書會,返校
或是覺得自己一個，        人帶讀書會會扛不住？，魏仲庭：工具人無誤,返校
，整部戲開場還是不錯的，有感覺出白色恐怖時代的不自由，以及在這樣的年代大家仍，然嚮往自由,返校
但整部戲從某人出來後，就毀了,返校
白色恐怖到戲的後半部根本不重要，，退化成提供某人害人的武器罷了,返校
，某人自己才剛經歷過父親被抓，對軍方至少遠比其他人來的理解,返校
當她向白教官，告密時，難道都沒預想過後果？還是自我安慰頂多殷老師離職而已，其他學生例如魏，被打打屁股而已^Q^,返校
"，事實上她是出於""自由意志""害人的，並不是白色恐怖強迫她的",返校
，我寧願演她為了拯救父親或是被拷打逼供，導致違背自由意志出賣朋友，都會比現，在更能展現出時代的殘酷,返校
而不是走恐怖情人的路線,返校
，但劇情就是給人一種她為情爆走，甚至夢境中還殺了魏和殷老師無數次,返校
，看到這實在喜歡不了某人了,返校
，或許也可以說是白色恐怖讓某人的家庭破碎，扭曲了她的人生，但這不應該成為她可，以任意傷害他人的理由,返校
"，戲中最後老師寫了封信 ""致自由"" 給某人，也是讓人出戲",返校
老師不知道她是被方，害的，留信給她還算合理,返校
但事實上方和讀書會根本沒關係，留給魏會合理多了,返校
而，方因為這樣被救贖了，實在太舒服了,返校
我如果是老師知道犯人是方應該死不瞑目,返校
，如果今天把白色恐怖換成任何其他一種武器，某人還是會害人的，只是手法不同,返校
，如果說白色恐怖變成一把刀子，，那整部戲後半部：，恐怖情人某人拿刀刺殺元配殷老師，結果不小心連外遇者老師也砍死,返校
"，但外遇者很 nice，，跟恐怖情人說：不是你的錯，只是刀子""利""了點",返校
，最後還特地寫信，致刀子不利的時代來臨~，最後一幕就是給我這樣一種荒謬感,返校
雷文防雷資訊頁，看完覺得整體滿不錯的了，劇情設計新，穎，該傳達到的也有傳達到二二八勿，忘，但是有幾點我覺得有點突兀,返校
政治說教痕跡明顯，揭發告密者那一段你是忘記，了，還是害怕想起來，可能是因為這，句話太像一句文案了，讓我覺得很出，戲，有種被政治說教的感覺,返校
讓人不太，舒服,返校
如果傳達方式再委婉一點會更，好，有人也有這樣的感覺嗎,返校
給方的那封信，老師把信交付給魏的時候情緒非常激，動，還說什麼你要活下去，要把這一切，經過讓以後的人知道，也沒明說信是要，給誰，導致我一直覺得他是要把整件事，交給一個有話語權的人，揭發這整件事，的經過，結果居然只是封情書，我整個，傻爆眼,返校
，我以為這部片格局是更大，一點的，結果收尾竟然這麼小情小愛,返校
，好啦稍微偏激了點，但我還是很高興看，到有不一樣風格的國片~,返校
《返校》在香港的檔期確定是延遲上映了，在這個政治極度敏感的時期，，任何風吹草動都會挑動執政者的每一根神經，不敢看的人可能心裡有鬼，，搞不好是片中劇情藏有什麼不可告人的真相，令他們有許多疑慮,返校
，　，　，沒關係，我們能做的是先來複習一下上個世紀壓迫者的歷史，為什麼要用，一些莫須有的理由去迫害善良無辜的老百姓，只因為他們存有一種信念：，寧可錯殺一百，也不可放過一人,返校
很顯然的他們非常害怕那個人出現，因為有可能導致長久以來統治階層的最後防線全面崩潰,返校
，　　　，　，正值香港的革命浪潮風雨飄搖的當下，買票進電影院觀賞《返校》午夜場，簡直是毛骨悚然體驗，有人說《十年》是一部必看的政治預言電影，描述，香港民主人權、言論自由與本土文化遭到侵蝕的狀況,返校
這部電影我也看了，卻遠不及《返校》的怵目驚心，這究竟是為什麼呢？，　，個人猜測可能跟我們所熟悉的歷史背景有關，這是完完全全屬於台灣本土，的原創故事，從原創遊戲到改編電影的設定，都奠基在真實的歷史事件，，從而發展出故事創作表現的創新形式，混合了現實中的學校場景，超現實，的夢境，遊戲式的解謎推理和闖關，克蘇魯式的恐怖元素及美國都市傳說，虛構怪物瘦長身影Slender Man 的駭怖形象，讓不斷引發話題的改編，電影《返校》遠遠超越好萊塢《沉默之丘》相似類型片的格局，更深化了，歷史傷痕與人性幽微，體制迫害與個人反抗，罪與罰，救贖與原諒的多重，意涵,返校
看完之後好感動，電影都散場了，我還坐在椅子上，聽雷光夏演唱，的片尾曲，心情久久無法平靜,返校
，黨國思想控制的舊社會，學校只是它的縮影，《返校》是在我們的土地上，曾經有可能發生的故事，那些教室啊、舊校舍啊、升旗典禮啊、大禮堂、，導師辦公室，還有永無止盡的走廊，儲藏室和防空洞，全部都是記憶裡再，熟悉不過的場景，高唱的愛國歌曲，電影放映前全體要立正唱完國歌才可，以坐下來欣賞電影，現在終於不用這麼做了，因為我們的社會已經解嚴，，再也不需要那些強化黨國意識的集體催眠儀式,返校
，我們之中有許多人畢了業很久以後，都還會夢見自己回到學校上課和考試，夢見自己試卷沒有寫完，夢見自己被罰跑操場，夢見自己根本畢不了業，，夢見自己離不開這所學校，為什麼會做同樣的夢，我一直覺得很好奇，卻，百思不得其解,返校
，　，　，其實學校本身就是揮之不去的夢魘，裡頭住著黨國的幽靈啊！，　　，　，原本西方現代學校教育制度就是伴隨著工業革命的興起而出現的，為了令，從事勞動生產的父母可以安心把孩子集中管理，好專注於勞動生產的工作，特別設計出這種制度，好讓孩子們在大腦尚未形塑完整的人格之前，盡其，所能的把孩子的思想塑造成統治階層想要的樣子，尤其是極權的國家更是，如此，一次世界大戰的德國和日本是國民義務教育走在最前沿的佼佼者，，你看他們製造出什麼樣的菁英份子，不就是大肆進軍侵略他國的愛國主義，者，無所不用其極的掠奪者，他們在二次大戰期間成為軸心國不是沒有原，因的，因為學校教育是這麼洗腦他們，讓孩子最終進入軍隊成為不折不扣，殺人的機器,返校
所謂的國民義務教育，除了傳授知識之外，其目的也是為了，讓孩子提前接受並習慣勞動化社會的集體生活,返校
，　，　，　，你看看上班是八小時，上課也是八小時，同一個時間到校、晨讀、朝會、，固定的上課時間，下午休息時間，統一的營養午餐或是吃自己帶來的便當，接著是午休時間，每週或每個月還有大禮堂的集會，照表操課，軍隊也是，如此，以軍隊的管理方式來管理學校，是天經地義的事，沒有人懷疑過，，在白色恐怖時代如果有人懷疑的話就會人間蒸發，這不是都市傳說，，這是那個年代活生生血淋淋的真實景況,返校
，　，　，如今這種人人畏怖的政治氣氛早已不復存在，我們活在言論自由的後解嚴，時代，台灣是個可以自由投票進行民主選舉的國家，年輕人會好奇，真有，那麼恐怖的時代嗎？為什麼從來沒有聽說過，長輩基本上也不會特別去說，想要找資料來看，少之又少，歷史課本上也不會寫，要不是赤燭遊戲公司，出了一款遊戲《返校》這個政治敏感的議題，只會在一些對於黨國政治的，議題熱衷的中老年人身上成為茶餘飯後偶興卻不敢深入的話題,返校
，　，　，終於能好好的面對那段刻意被遺忘的歷史是多麼不容易的一件事，不管是，受難者或是加害者，他們大多垂垂老矣，至少都在六七十歲以上，在那個，氣氛詭異人人自危的黨國年代，無論是誰，都像阿聖手裡的布袋戲偶一般，身不由己，任憑一隻看不見的手在操控著，因為不希望人民有腦子可以去，思考，什麼是正義？什麼是自由？所以創造了各式各樣奇怪的規矩，莫名，其妙的遊戲規則，洗腦式的標語，沒有意義的口號，威脅恐嚇的警察系統，擔任監視與情報蒐集的教官，在每一所學校設置情報站，這樣一來便可以，隨時回報可疑份子的動向，蒐集組織犯罪的材料,返校
，　　，　，這就是《返校》之所以存在的歷史基因,返校
，　，　，本以為那樣的時代，早已隨著我父親的離開而消逝，他曾經說過許多從朋，友那裡聽來的故事，繪聲繪影，無從查證，並且耳提面命的叮囑我，千萬，不要隨便和別人談起這些事，任何人都不能相信，他說曾經有年輕人參與，反政府的遊行活動，還沒有畢業的高中生，大學青年，有人目睹他們一車，車被載走，直接帶去新店、木柵、深坑一帶的山區槍斃並掩埋，我不清楚，是哪件事，哪些人，哪一天，只知道有些人從此消失，沒有人敢過問他們，去了哪裡，既不能報警，也不能發喪，怕牽連更多無辜的人，這樣的情況，跟南韓的光州事件發生之後有什麼兩樣，受害者像犯了不可饒恕的罪，將，永遠的受到惡毒的詛咒,返校
，　，　，我沒有親歷過白色恐怖，卻是在白色恐怖時代出生的孩子，很幸運的是，，我們家沒有任何跟黨國有關的份子，父親堅決不入國民黨，父親會偷偷看，《蔣經國秘傳》，我們家藏有江南案始末的一些被禁的黨外雜誌和書刊，，當時我年紀小不懂為何父親那麼熱衷政治，那些字小排版密，封面不起眼，的小書，怎麼引起父親的興趣，讀了又讀，父親是海軍官校出身，也曾待，過總統府侍衛隊，任職海軍副艦長，但我想他對於黨國政府是存有懷疑的，他把自己保護的很好，從沒有露出把柄在誰手上，這樣的他還是提前從軍，中退伍，起因是內部派系鬥爭，他不喜歡那些，只好選擇自請退役，回到，社會上做一介普通老百姓，進入企業成為領月薪的上班族,返校
"網誌版  like a baby""等，讓我實在好奇《刻在你心底的名字》究竟有，怎麼樣橫跨國界的威力",刻在你心底的名字
